Gene                  p_val  avg_logFC pct.1 pct.2     p_val_adj
Limch1         9.361772e-12 -0.8165213 0.056 0.256  1.046084e-07
Glud1          1.052439e-11  0.5077998 0.442 0.220  1.175996e-07
Elf1           1.158358e-11 -0.7221128 0.139 0.355  1.294349e-07
Upp1           1.270332e-11 -0.7454026 0.060 0.263  1.419469e-07
Lifr           1.285907e-11 -0.8413620 0.096 0.297  1.436873e-07
Mospd2         1.427193e-11  0.5635421 0.323 0.130  1.594745e-07
Rasip1         1.637825e-11 -0.5455883 0.315 0.537  1.830106e-07
Sult1a1        2.565734e-11  0.4770709 0.394 0.174  2.866951e-07
Slfn2          2.596301e-11  0.5212421 0.315 0.126  2.901107e-07
Midn           2.784283e-11 -0.7255642 0.112 0.322  3.111158e-07
Spint2         2.866245e-11  0.5051056 0.299 0.115  3.202742e-07
Bloc1s1        3.032542e-11  0.4528259 0.478 0.245  3.388563e-07
Aprt           4.093783e-11  0.4762798 0.359 0.152  4.574393e-07
Scd2           5.210934e-11  0.5694458 0.259 0.094  5.822698e-07
Ppp1r2         5.577216e-11  0.3579432 0.773 0.524  6.231981e-07
Fcgrt          5.977010e-11  0.4463638 0.534 0.288  6.678711e-07
Pla2g16        7.056224e-11  0.4659077 0.422 0.201  7.884625e-07
Pacsin2        1.324830e-10  0.5070980 0.287 0.111  1.480365e-06
Pdzd2          1.349195e-10 -0.8394880 0.072 0.259  1.507591e-06
Ece1           1.371812e-10  0.3549640 0.749 0.512  1.532862e-06
Meis2          1.629333e-10  0.4446114 0.466 0.245  1.820617e-06
Pam            1.677297e-10  0.5299186 0.367 0.174  1.874212e-06
Vamp5          1.699776e-10 -0.5063932 0.343 0.528  1.899330e-06
Dennd5b        1.727240e-10 -0.7377177 0.064 0.253  1.930018e-06
Dab2           1.800830e-10  0.4476909 0.494 0.266  2.012247e-06
Chchd10        1.854410e-10  0.5102133 0.351 0.156  2.072118e-06
Emcn           1.928997e-10 -0.2659595 0.713 0.776  2.155461e-06
Slc43a3        2.191013e-10 -0.4402287 0.442 0.602  2.448237e-06
Epb41l2        2.198509e-10  0.4792345 0.351 0.156  2.456614e-06
Fxyd5          2.277288e-10 -0.5260282 0.319 0.506  2.544642e-06
Irf2bpl        2.582561e-10 -0.6291157 0.191 0.396  2.885753e-06
Wnk1           3.023840e-10  0.4534069 0.546 0.311  3.378839e-06
Smco4          3.069665e-10 -0.6860991 0.163 0.360  3.430044e-06
Meox1          3.151586e-10  0.4586584 0.418 0.202  3.521582e-06
Gm9493         3.949779e-10 -0.3036944 0.598 0.697  4.413483e-06
Adgrf5         3.996902e-10 -0.3858524 0.506 0.664  4.466138e-06
Rab11a         4.132387e-10  0.2911156 0.809 0.600  4.617529e-06
Pqlc1          4.759421e-10 -0.7424521 0.104 0.290  5.318177e-06
Mbd2           4.877396e-10  0.5232200 0.287 0.119  5.450002e-06
Snrpb2         5.021760e-10  0.5267618 0.347 0.162  5.611315e-06
Ctsz           5.235588e-10 -0.6514592 0.159 0.358  5.850246e-06
Cdc42ep1       5.254678e-10 -0.7492509 0.080 0.260  5.871577e-06
Ncl            5.479236e-10  0.4444647 0.494 0.270  6.122498e-06
Dab2ip         5.501785e-10 -0.7139382 0.096 0.285  6.147695e-06
Adamts1        5.625415e-10 -0.8404018 0.084 0.259  6.285839e-06
Mpzl1          5.664885e-10 -0.6859378 0.100 0.288  6.329943e-06
Phc2           5.737645e-10  0.5013988 0.307 0.130  6.411244e-06
Sorbs2         6.567887e-10 -0.7843354 0.100 0.282  7.338957e-06
Rbp1           7.747167e-10  0.4997458 0.291 0.124  8.656684e-06
Anxa1          9.432717e-10  0.4970459 0.287 0.119  1.054012e-05
Hoxa7          9.546021e-10  0.4711651 0.267 0.104  1.066672e-05
Calm2          1.080163e-09  0.2745945 0.817 0.625  1.206974e-05
Adcy4          1.144424e-09 -0.6869393 0.116 0.303  1.278780e-05
Rbms1          1.197725e-09  0.3395589 0.749 0.480  1.338337e-05
Orai1          1.593731e-09 -0.6222587 0.183 0.378  1.780835e-05
Gata2          1.916688e-09 -0.7347078 0.084 0.259  2.141707e-05
Ap2a2          2.049961e-09  0.5310626 0.287 0.123  2.290626e-05
Clca3a1        2.117987e-09 -0.7234608 0.088 0.267  2.366639e-05
Mall           2.223511e-09  0.4011485 0.498 0.268  2.484551e-05
Gja1           2.400966e-09  0.4241897 0.498 0.285  2.682839e-05
Foxo1          2.402468e-09  0.4353040 0.406 0.206  2.684517e-05
Qk             2.542106e-09  0.3858288 0.522 0.288  2.840549e-05
Lamp2          2.657247e-09  0.3817397 0.538 0.321  2.969208e-05
Sema6a         3.356072e-09  0.4257189 0.462 0.252  3.750075e-05
Tra2b          3.391324e-09 -0.4902121 0.307 0.492  3.789465e-05
Unc5b          3.498517e-09  0.3974709 0.355 0.163  3.909242e-05
Lgals8         3.619169e-09  0.5218440 0.275 0.118  4.044059e-05
Arrb1          3.775472e-09  0.4242705 0.363 0.174  4.218712e-05
Gas6           3.785236e-09  0.3536766 0.657 0.451  4.229623e-05
Etnk1          3.927176e-09  0.4946358 0.327 0.155  4.388227e-05
Il4ra          4.380973e-09 -0.7190045 0.092 0.263  4.895299e-05
Ctnnbip1       5.281620e-09 -0.7223880 0.088 0.254  5.901682e-05
Ccnd1          6.072360e-09  0.4879273 0.351 0.173  6.785255e-05
Gimap6         6.374888e-09 -0.3063147 0.578 0.703  7.123300e-05
Notch1         6.865655e-09  0.3818179 0.514 0.300  7.671683e-05
Ppp1r9b        6.977268e-09  0.4518636 0.339 0.160  7.796399e-05
Ptp4a3         7.686472e-09 -0.5992996 0.199 0.375  8.588864e-05
Rassf3         9.504437e-09  0.4106295 0.315 0.140  1.062026e-04
Dynll2         9.975504e-09  0.4652589 0.283 0.123  1.114663e-04
11-Sep         1.138196e-08  0.4297263 0.359 0.174  1.271820e-04
Hist3h2a       1.201655e-08  0.5169121 0.275 0.124  1.342730e-04
Actn1          1.274345e-08  0.4059932 0.335 0.158  1.423953e-04
Tnfaip8l1      1.372493e-08  0.4131061 0.271 0.113  1.533624e-04
Psmb9          1.488431e-08  0.3889504 0.514 0.310  1.663173e-04
Ndufs8         1.496949e-08  0.4076305 0.418 0.224  1.672691e-04
Lgals3bp       1.578048e-08  0.4715778 0.311 0.144  1.763311e-04
Dock9          1.586185e-08  0.4217179 0.418 0.224  1.772403e-04
Asap1          1.602109e-08  0.4276736 0.347 0.170  1.790197e-04
Luzp1          1.803959e-08 -0.5052185 0.239 0.426  2.015744e-04
Trim12a        2.168558e-08  0.4009923 0.271 0.116  2.423147e-04
Dstn           3.179765e-08  0.3333800 0.661 0.458  3.553070e-04
Vsir           3.395474e-08  0.4110665 0.299 0.136  3.794102e-04
Sipa1          3.435662e-08  0.4290286 0.355 0.180  3.839009e-04
Anxa5          4.065406e-08  0.2856154 0.733 0.521  4.542685e-04
Arhgef15       4.267036e-08 -0.5413796 0.203 0.382  4.767986e-04
Jup            4.272973e-08  0.3670314 0.518 0.307  4.774620e-04
Cdh5           4.288338e-08 -0.2653721 0.665 0.768  4.791789e-04
Lima1          5.060863e-08 -0.6336527 0.127 0.288  5.655009e-04
Yes1           5.258236e-08  0.4370787 0.367 0.192  5.875553e-04
Lrg1           5.553177e-08  0.3289455 0.279 0.122  6.205120e-04
Fryl           5.585503e-08 -0.6412554 0.112 0.277  6.241241e-04
Scarb2         6.368890e-08  0.4574793 0.327 0.165  7.116598e-04
Tek            6.410426e-08 -0.5231157 0.235 0.405  7.163010e-04
Mef2c          8.920118e-08 -0.4321295 0.371 0.537  9.967340e-04
Lpar6          1.185435e-07 -0.5862740 0.131 0.290  1.324605e-03
Smdt1          1.456807e-07  0.3215537 0.625 0.422  1.627836e-03
Pgm1           1.468328e-07  0.3850230 0.291 0.137  1.640710e-03
Anxa6          1.524021e-07  0.3618570 0.363 0.184  1.702941e-03
Ndufa11        1.659211e-07  0.3715106 0.442 0.261  1.854002e-03
Ndufc2         1.766956e-07  0.3090153 0.637 0.430  1.974397e-03
Reep5          1.786271e-07  0.3343653 0.534 0.320  1.995979e-03
Nfkbiz         1.796794e-07 -0.5839108 0.159 0.325  2.007738e-03
Capns1         1.822141e-07  0.2625140 0.765 0.571  2.036060e-03
Polr2f         1.841132e-07  0.3423722 0.474 0.275  2.057280e-03
Chst15         1.843225e-07  0.4407868 0.339 0.178  2.059619e-03
Ppp3ca         2.116928e-07  0.3858520 0.422 0.243  2.365455e-03
Pde2a          2.446473e-07  0.3468671 0.526 0.326  2.733689e-03
Calu           2.588154e-07  0.4023233 0.359 0.194  2.892004e-03
Gng12          2.633936e-07  0.3943523 0.398 0.223  2.943161e-03
Atp6v1d        3.158249e-07  0.4158895 0.255 0.118  3.529027e-03
Aldh2          3.178539e-07 -0.4600562 0.251 0.415  3.551700e-03
Adprh          3.232647e-07  0.4074604 0.271 0.127  3.612159e-03
Tifa           3.476007e-07  0.3835158 0.255 0.115  3.884090e-03
Ghitm          3.713322e-07  0.4047126 0.363 0.196  4.149266e-03
Fosb           3.794863e-07 -0.6689043 0.139 0.292  4.240380e-03
Mtch1          4.315414e-07  0.3769812 0.402 0.232  4.822043e-03
Nr3c1          5.094718e-07  0.3801944 0.474 0.292  5.692837e-03
Anp32a         5.125363e-07 -0.3305669 0.490 0.584  5.727081e-03
Ndufb2         5.175879e-07  0.3640480 0.418 0.238  5.783527e-03
Ndufs6         5.348429e-07  0.3635216 0.434 0.263  5.976334e-03
Rnaset2b       5.417176e-07 -0.5227747 0.203 0.346  6.053152e-03
Nrip1          5.611753e-07  0.4016153 0.319 0.166  6.270573e-03
Rpl22l1        5.706924e-07 -0.3286353 0.486 0.588  6.376916e-03
Socs2          6.485138e-07 -0.5353791 0.211 0.357  7.246493e-03
Cmtm3          7.013196e-07  0.4153397 0.275 0.137  7.836545e-03
Nck1           7.138167e-07 -0.4922614 0.175 0.328  7.976188e-03
Dnaja1         8.506723e-07 -0.2517028 0.610 0.683  9.505413e-03
Anapc11        9.388813e-07  0.3320805 0.466 0.285  1.049106e-02
Ifi44          9.750184e-07  0.4249219 0.255 0.122  1.089486e-02
Gimap1         1.042515e-06 -0.4776358 0.255 0.401  1.164906e-02
Atp2b1         1.068532e-06  0.3325837 0.410 0.232  1.193978e-02
Rer1           1.138633e-06  0.3350852 0.442 0.266  1.272309e-02
Ifit3          1.177249e-06  0.4208607 0.271 0.133  1.315458e-02
Iqgap1         1.269272e-06 -0.4433842 0.279 0.427  1.418284e-02
Phb            1.640169e-06  0.4001558 0.307 0.162  1.832725e-02
Clec2d         1.768345e-06 -0.4510012 0.299 0.441  1.975949e-02
Hspa1b         1.801998e-06  0.3890554 0.255 0.126  2.013553e-02
Zfand5         1.805473e-06 -0.4676752 0.211 0.355  2.017436e-02
Xiap           1.951831e-06  0.3380709 0.386 0.224  2.180975e-02
Tanc1          2.011404e-06 -0.5374726 0.143 0.289  2.247543e-02
Pcp4l1         2.113667e-06  0.2788643 0.574 0.365  2.361811e-02
Iscu           2.175083e-06  0.2958743 0.442 0.254  2.430438e-02
Wdr83os        2.190972e-06  0.3181355 0.319 0.167  2.448192e-02
Srsf5          2.308801e-06 -0.3595200 0.386 0.524  2.579854e-02
Ndufa5         2.462045e-06  0.3079986 0.502 0.320  2.751089e-02
Hipk1          2.486895e-06  0.3713388 0.335 0.184  2.778857e-02
Prnp           2.641408e-06 -0.5387288 0.131 0.263  2.951509e-02
Clstn1         2.662532e-06  0.4340351 0.291 0.159  2.975114e-02
Vasp           2.704078e-06 -0.5148424 0.131 0.272  3.021537e-02
Gbp7           2.876699e-06  0.3607114 0.375 0.221  3.214424e-02
Tecr           3.086968e-06  0.3069407 0.295 0.154  3.449378e-02
Rassf1         3.178500e-06 -0.4963588 0.215 0.351  3.551656e-02
Minos1         3.274966e-06  0.2861819 0.633 0.450  3.659447e-02
Adam10         3.569396e-06  0.2975125 0.359 0.201  3.988443e-02
Smpdl3a        3.823481e-06 -0.4822687 0.143 0.285  4.272357e-02
Irf1           3.891543e-06 -0.3828052 0.426 0.521  4.348410e-02
Pxn            3.998735e-06  0.3927618 0.331 0.189  4.468186e-02
Fkbp4          4.275644e-06 -0.4016896 0.327 0.450  4.777604e-02
Prex2          4.386888e-06 -0.3698389 0.414 0.503  4.901909e-02
Lrrc8a         4.781756e-06 -0.4454239 0.259 0.396  5.343135e-02
Luc7l2         5.271172e-06  0.3104816 0.498 0.320  5.890008e-02
Polr2k         5.298435e-06  0.3110568 0.375 0.217  5.920472e-02
Acer2          5.958279e-06  0.3452426 0.291 0.154  6.657781e-02
Trmt112        6.076349e-06  0.3760307 0.319 0.180  6.789712e-02
Dhrs3          6.650258e-06  0.2803888 0.566 0.375  7.430998e-02
Rock2          6.698220e-06  0.3587410 0.303 0.165  7.484591e-02
Ppp1r12a       7.300658e-06 -0.4955135 0.124 0.254  8.157755e-02
Tspan12        7.486064e-06 -0.4430375 0.191 0.340  8.364928e-02
Rps27l         8.383441e-06  0.2646682 0.622 0.430  9.367657e-02
Pomp           9.286473e-06  0.2881347 0.574 0.405  1.037670e-01
Mpc2           9.302966e-06  0.3442195 0.271 0.142  1.039513e-01
Unc45b         1.079541e-05 -0.4989036 0.143 0.274  1.206279e-01
Xbp1           1.155041e-05 -0.3885976 0.335 0.447  1.290643e-01
Robo4          1.200658e-05 -0.3667082 0.367 0.485  1.341616e-01
Tnfaip1        1.298122e-05 -0.4615587 0.199 0.329  1.450522e-01
Canx           1.299826e-05  0.3047901 0.506 0.339  1.452425e-01
Tmed10         1.347602e-05 -0.3161076 0.438 0.539  1.505810e-01
Pttg1          1.423227e-05 -0.4077461 0.259 0.390  1.590314e-01
Ogt            1.509141e-05  0.3420697 0.343 0.203  1.686314e-01
Polr2i         1.513886e-05  0.3374813 0.323 0.184  1.691616e-01
Naa20          1.582519e-05  0.3019079 0.307 0.167  1.768307e-01
Set            1.709661e-05  0.2932537 0.371 0.223  1.910376e-01
Rnf13          1.765368e-05  0.3311429 0.267 0.141  1.972622e-01
Rnaset2a       1.812002e-05 -0.4350850 0.227 0.351  2.024732e-01
Tspo           1.959563e-05 -0.3165885 0.426 0.508  2.189616e-01
Thra           2.112843e-05  0.3785346 0.275 0.155  2.360890e-01
Ube2d3         2.404722e-05 -0.2740228 0.518 0.602  2.687036e-01
Cuedc2         2.449571e-05  0.2932962 0.275 0.149  2.737151e-01
Psmb10         2.634629e-05  0.2747028 0.542 0.393  2.943934e-01
Cflar          2.736186e-05  0.3625494 0.319 0.188  3.057414e-01
Pnrc1          2.805319e-05 -0.3739501 0.291 0.418  3.134664e-01
Hmgn1          2.917558e-05  0.3291129 0.283 0.158  3.260080e-01
Camk1          3.001645e-05 -0.4594640 0.151 0.274  3.354038e-01
Rap1b          3.017484e-05 -0.3574733 0.331 0.436  3.371737e-01
Uqcc2          3.302233e-05  0.2852558 0.482 0.326  3.689915e-01
St3gal6        3.486005e-05 -0.3955909 0.259 0.385  3.895262e-01
Gbp2           3.565387e-05  0.3061940 0.430 0.275  3.983964e-01
BC005537       4.068908e-05  0.2871860 0.307 0.177  4.546598e-01
Tmem204        4.139325e-05 -0.4063104 0.259 0.372  4.625282e-01
Cstb           4.140046e-05  0.2735241 0.283 0.158  4.626088e-01
Gimap5         4.142672e-05 -0.4258979 0.251 0.373  4.629022e-01
Mcl1           4.154372e-05 -0.4457848 0.219 0.336  4.642095e-01
1700025G04Rik  4.345881e-05  0.2913688 0.259 0.138  4.856087e-01
Trib1          4.346603e-05  0.3014669 0.263 0.142  4.856894e-01
Fkbp2          4.561421e-05  0.3030323 0.263 0.144  5.096932e-01
Mat2a          4.634086e-05  0.2557723 0.538 0.367  5.178127e-01
Fli1           4.689592e-05 -0.4158688 0.195 0.324  5.240150e-01
Atf4           4.725592e-05 -0.4044818 0.231 0.358  5.280377e-01
Cltb           4.867271e-05 -0.3692959 0.315 0.419  5.438689e-01
Sumo3          4.971301e-05  0.2804747 0.434 0.275  5.554932e-01
Plod1          5.005496e-05  0.3270293 0.339 0.209  5.593141e-01
Wars           5.352599e-05 -0.4234709 0.211 0.339  5.980994e-01
Ssr1           5.451355e-05  0.3258312 0.279 0.158  6.091344e-01
H2-T22         6.431559e-05  0.2621630 0.486 0.337  7.186624e-01
Timm10b        6.548376e-05 -0.4767544 0.151 0.261  7.317156e-01
Ivns1abp       6.681095e-05 -0.4961689 0.175 0.285  7.465455e-01
Pkn2           6.821185e-05  0.3138442 0.323 0.196  7.621992e-01
Klf7           6.962754e-05 -0.3191803 0.402 0.519  7.780182e-01
2900026A02Rik  7.003183e-05  0.3169630 0.295 0.174  7.825356e-01
Ccnl2          7.171127e-05 -0.3282136 0.259 0.393  8.013018e-01
Copb1          7.246291e-05  0.2871870 0.255 0.138  8.097006e-01
Plec           7.912700e-05  0.2675006 0.347 0.212  8.841651e-01
Krtcap2        8.515150e-05 -0.2997697 0.430 0.524  9.514829e-01
Gm12216        8.760263e-05  0.2839443 0.279 0.159  9.788718e-01
Ccnt2          9.661871e-05  0.2847742 0.255 0.138  1.000000e+00
Ehd2           9.681956e-05 -0.2901527 0.458 0.535  1.000000e+00
Map7d1         9.990100e-05 -0.3965773 0.195 0.314  1.000000e+00
Hpcal1         1.110937e-04 -0.4227542 0.211 0.318  1.000000e+00
Tmem147        1.179591e-04  0.2607205 0.299 0.172  1.000000e+00
Cox14          1.188532e-04  0.2830019 0.386 0.250  1.000000e+00
Nckap1         1.313136e-04  0.3062562 0.259 0.147  1.000000e+00
She            1.336498e-04  0.2770471 0.331 0.202  1.000000e+00
Mbnl2          1.497720e-04 -0.3431846 0.323 0.423  1.000000e+00
Slc38a2        1.510184e-04  0.2692064 0.367 0.237  1.000000e+00
Fgd5           1.639274e-04 -0.3806382 0.235 0.347  1.000000e+00
Slc50a1        1.787822e-04 -0.4222371 0.211 0.310  1.000000e+00
Mapk3          1.890182e-04 -0.2680412 0.375 0.488  1.000000e+00
Caprin1        2.008965e-04  0.2513113 0.267 0.154  1.000000e+00
Dnajc8         2.030572e-04 -0.3496375 0.339 0.423  1.000000e+00
Tubb2a         2.185550e-04 -0.4012157 0.239 0.337  1.000000e+00
Ets1           2.203009e-04 -0.3007175 0.390 0.484  1.000000e+00
Mef2a          2.359374e-04 -0.3778593 0.211 0.320  1.000000e+00
Ifi35          2.530949e-04 -0.3164777 0.378 0.463  1.000000e+00
N4bp3          2.566731e-04  0.2653306 0.327 0.202  1.000000e+00
Parp14         2.613620e-04  0.2756635 0.311 0.189  1.000000e+00
Lsm4           2.930311e-04  0.2748099 0.263 0.154  1.000000e+00
Higd2a         2.952212e-04 -0.3484878 0.283 0.382  1.000000e+00
Ypel3          2.982258e-04 -0.3185002 0.315 0.416  1.000000e+00
2010111I01Rik  3.062885e-04  0.3110088 0.275 0.172  1.000000e+00
Ccnl1          3.078615e-04 -0.3641215 0.219 0.326  1.000000e+00
Ppp1r16b       3.374931e-04 -0.3873902 0.183 0.289  1.000000e+00
Hes1           3.410694e-04 -0.2932919 0.426 0.520  1.000000e+00
Triobp         3.893637e-04  0.2720982 0.347 0.225  1.000000e+00
Hprt           3.900470e-04 -0.3393254 0.215 0.311  1.000000e+00
Pdcd6ip        3.927838e-04  0.2718549 0.279 0.172  1.000000e+00
Mrpl14         4.076563e-04  0.2871275 0.283 0.178  1.000000e+00
4931406P16Rik  4.083837e-04 -0.2995428 0.378 0.474  1.000000e+00
Ddx6           4.130006e-04  0.3052803 0.271 0.170  1.000000e+00
Isg15          4.405327e-04  0.2830111 0.426 0.295  1.000000e+00
Wasf2          4.735990e-04 -0.2776589 0.386 0.479  1.000000e+00
Kctd10         4.863376e-04 -0.3780563 0.187 0.289  1.000000e+00
Txn2           4.942215e-04  0.2849775 0.331 0.221  1.000000e+00
Klf3           5.363037e-04 -0.3550467 0.251 0.351  1.000000e+00
Chd4           5.487815e-04  0.3307612 0.271 0.170  1.000000e+00
Tsc22d3        6.653098e-04 -0.3322143 0.267 0.362  1.000000e+00
Sec11a         8.264572e-04  0.2532016 0.323 0.213  1.000000e+00
Cct3           8.615303e-04  0.2613845 0.367 0.246  1.000000e+00
Bmpr2          1.035823e-03 -0.3854420 0.223 0.317  1.000000e+00
Fzd4           1.140053e-03 -0.3413103 0.155 0.254  1.000000e+00
Tram1          1.158697e-03  0.2530336 0.347 0.235  1.000000e+00
Ppp1cb         1.205161e-03 -0.3222239 0.179 0.278  1.000000e+00
Sp100          1.318270e-03 -0.2875010 0.267 0.367  1.000000e+00
Slc31a2        1.476030e-03  0.2653823 0.255 0.160  1.000000e+00
Snrpd3         1.514885e-03  0.2948831 0.307 0.210  1.000000e+00
Rgs3           1.592737e-03 -0.3452302 0.211 0.303  1.000000e+00
M6pr           1.705896e-03  0.3039111 0.251 0.163  1.000000e+00
Smim14         1.730851e-03 -0.3098696 0.243 0.336  1.000000e+00
Adipor1        1.737381e-03 -0.3197798 0.295 0.373  1.000000e+00
Tmod3          1.877863e-03 -0.3273468 0.207 0.299  1.000000e+00
Eno1           1.895738e-03 -0.3740440 0.207 0.284  1.000000e+00
Cltc           2.175842e-03  0.2539339 0.335 0.239  1.000000e+00
Rbpms          2.805319e-03 -0.2832398 0.291 0.369  1.000000e+00
Akap12         3.011754e-03  0.2644224 0.291 0.199  1.000000e+00
Hdac7          3.075228e-03 -0.3044930 0.295 0.379  1.000000e+00
Litaf          3.141415e-03 -0.3374320 0.179 0.259  1.000000e+00
Tnfrsf1a       3.235605e-03 -0.2870960 0.231 0.317  1.000000e+00
Acly           3.357425e-03 -0.2689316 0.259 0.349  1.000000e+00
Cd300lg        3.480739e-03 -0.2728623 0.351 0.423  1.000000e+00
Syf2           3.613583e-03 -0.2589105 0.311 0.389  1.000000e+00
Cds2           3.811432e-03 -0.2986333 0.175 0.264  1.000000e+00
Rap1a          3.845537e-03 -0.2645005 0.343 0.408  1.000000e+00
Prkch          4.143241e-03 -0.3486839 0.191 0.266  1.000000e+00
Stat3          4.300934e-03 -0.2752310 0.243 0.331  1.000000e+00
Rnf187         5.027006e-03 -0.3105491 0.259 0.326  1.000000e+00
Plpp1          5.307587e-03 -0.2647117 0.367 0.418  1.000000e+00
Gemin7         5.467434e-03 -0.3138844 0.187 0.263  1.000000e+00
Klf10          6.377927e-03 -0.2868408 0.223 0.303  1.000000e+00
Fermt2         6.408518e-03 -0.2736478 0.323 0.385  1.000000e+00
Sntb2          6.466138e-03  0.2513352 0.259 0.177  1.000000e+00
Pcmtd1         6.880449e-03 -0.2985295 0.239 0.311  1.000000e+00
Hip1           7.780328e-03 -0.2898373 0.179 0.257  1.000000e+00
Emp1           7.960724e-03 -0.3251844 0.243 0.311  1.000000e+00
Hey1           8.377471e-03 -0.3397198 0.187 0.252  1.000000e+00
Ncor1          8.409726e-03 -0.2952605 0.259 0.318  1.000000e+00
Sod1           9.072915e-03 -0.2523536 0.295 0.368  1.000000e+00
Picalm         9.266153e-03 -0.2582666 0.195 0.277  1.000000e+00
Fkbp3          9.322563e-03 -0.3157051 0.187 0.254  1.000000e+00
Taldo1         9.422723e-03 -0.2851454 0.283 0.335  1.000000e+00
Fez2           1.151051e-02 -0.2756468 0.239 0.306  1.000000e+00
Lamb1          1.264919e-02 -0.3167224 0.207 0.270  1.000000e+00
Cbx1           1.270870e-02 -0.2600104 0.211 0.286  1.000000e+00
Actr3          1.388961e-02 -0.2910455 0.243 0.299  1.000000e+00
Atp1b3         1.398653e-02 -0.2990143 0.235 0.300  1.000000e+00
Lysmd2         1.606935e-02 -0.2661747 0.247 0.306  1.000000e+00
Arhgef1        1.722486e-02 -0.2658664 0.219 0.285  1.000000e+00
H2afy          1.821755e-02 -0.3218607 0.195 0.253  1.000000e+00
Polr2e         2.571257e-02 -0.2688341 0.227 0.284  1.000000e+00
Lmcd1          2.933432e-02 -0.2593265 0.251 0.297  1.000000e+00
Ppic           3.831640e-02 -0.2502324 0.251 0.297  1.000000e+00
Plxnd1         6.868840e-02 -0.2592102 0.219 0.263  1.000000e+00
Ccdc85b        7.645380e-02 -0.2620784 0.247 0.277  1.000000e+00
