Gene                  p_val  avg_logFC pct.1 pct.2     p_val_adj
St3gal1        3.585582e-21  0.3289025 0.403 0.209  4.006529e-17
Csrp1          3.876917e-21  0.2980934 0.728 0.459  4.332067e-17
Pwwp2b         4.637408e-21  0.3295730 0.252 0.107  5.181840e-17
Eif4ebp1       5.967576e-21  0.3302397 0.359 0.179  6.668169e-17
Rhob           9.745510e-21 -0.2577312 0.669 0.702  1.088963e-16
Pdzd11         1.019751e-20  0.3276011 0.264 0.116  1.139470e-16
Tra2b          1.353866e-20 -0.3766500 0.484 0.578  1.512810e-16
Arpc1b         1.706944e-20 -0.3837735 0.438 0.556  1.907339e-16
Tie1           2.078930e-20 -0.3685611 0.503 0.589  2.322996e-16
Galnt18        3.197225e-20  0.2950596 0.775 0.494  3.572579e-16
Hsd17b12       3.300559e-20  0.3129431 0.353 0.175  3.688045e-16
Smim14         6.863712e-20  0.3146923 0.484 0.274  7.669512e-16
Atp6v0d1       6.887403e-20  0.2986068 0.479 0.263  7.695984e-16
Tex264         7.448919e-20  0.3057669 0.419 0.225  8.323422e-16
Klhl5          8.056413e-20 -0.4186138 0.410 0.518  9.002236e-16
Nckap5         9.070746e-20 -0.6485755 0.100 0.257  1.013565e-15
Rnf145         9.678007e-20  0.3264122 0.283 0.131  1.081420e-15
Pitpna         1.040689e-19  0.3143521 0.540 0.322  1.162866e-15
Mien1          1.187735e-19  0.3265683 0.337 0.169  1.327175e-15
Ckb            1.530891e-19  0.3253404 0.280 0.130  1.710618e-15
Ppp1r2         1.610734e-19 -0.2949783 0.614 0.649  1.799834e-15
Kctd10         2.738380e-19 -0.5454312 0.215 0.372  3.059866e-15
Arap2          4.584733e-19  0.3137659 0.383 0.201  5.122980e-15
Dapk3          4.888775e-19  0.3084093 0.397 0.213  5.462717e-15
Slc35b1        8.396728e-19  0.3309852 0.392 0.213  9.382504e-15
Npr1           9.084002e-19 -0.5623862 0.180 0.339  1.015046e-14
S100a10        9.477089e-19 -0.2805945 0.604 0.646  1.058970e-14
Map7d1         1.095306e-18  0.2829256 0.733 0.480  1.223895e-14
Anxa11         1.177060e-18  0.3139314 0.375 0.199  1.315246e-14
Pak4           1.185350e-18  0.3197361 0.350 0.180  1.324510e-14
Por            1.193080e-18  0.3088031 0.348 0.180  1.333148e-14
Hspa1a         1.281351e-18  0.3617683 0.369 0.201  1.431782e-14
Slco3a1        1.437468e-18  0.3230177 0.320 0.161  1.606227e-14
Oxr1           1.452194e-18  0.3083365 0.312 0.153  1.622681e-14
Myo1c          1.716182e-18  0.2956653 0.508 0.297  1.917662e-14
Thap11         1.721063e-18  0.3045331 0.272 0.127  1.923115e-14
Pros1          1.775397e-18  0.3048119 0.388 0.207  1.983829e-14
Dhrs1          2.039688e-18  0.3334324 0.309 0.154  2.279148e-14
Actn4          2.792801e-18 -0.4686764 0.297 0.439  3.120676e-14
Rock2          2.972289e-18  0.3127459 0.297 0.148  3.321236e-14
Gbp7           3.185073e-18 -0.5851573 0.116 0.269  3.559000e-14
Ddah2          3.876215e-18 -0.2802588 0.612 0.640  4.331282e-14
Mrpl33         4.163331e-18  0.2914385 0.492 0.286  4.652106e-14
Zfp503         4.896971e-18 -0.5857728 0.157 0.308  5.471875e-14
Ldb2           5.061808e-18 -0.4852479 0.299 0.434  5.656064e-14
Sft2d1         6.633987e-18 -0.5931237 0.128 0.278  7.412817e-14
Mrpl20         6.911465e-18  0.3017569 0.443 0.252  7.722871e-14
Mgat1          1.374201e-17  0.2901437 0.479 0.277  1.535533e-13
Klf10          1.522388e-17  0.3116609 0.354 0.190  1.701116e-13
Cd200          2.503575e-17 -0.2984764 0.585 0.618  2.797494e-13
Arpc4          2.625845e-17  0.2768146 0.571 0.343  2.934119e-13
Tmem115        2.931680e-17  0.2862762 0.277 0.134  3.275859e-13
Fxyd5          2.956303e-17 -0.4839021 0.275 0.415  3.303373e-13
Arl4a          3.167434e-17 -0.5918457 0.116 0.260  3.539291e-13
Nes            3.845574e-17  0.3197096 0.332 0.177  4.297044e-13
Hspa5          4.060693e-17 -0.2511844 0.636 0.678  4.537419e-13
Rell1          4.125366e-17  0.3202100 0.282 0.140  4.609684e-13
Tspan18        4.783500e-17  0.2783031 0.682 0.443  5.345083e-13
Sar1b          4.973886e-17  0.2770856 0.445 0.251  5.557820e-13
S100a1         5.397763e-17 -0.4926431 0.252 0.396  6.031460e-13
Gclm           5.916155e-17  0.2997757 0.299 0.151  6.610712e-13
Mbnl2          5.954792e-17  0.2697807 0.641 0.402  6.653885e-13
Leprotl1       6.491759e-17  0.2868577 0.321 0.165  7.253891e-13
Pnrc1          6.569995e-17 -0.4146075 0.403 0.495  7.341312e-13
Prkce          9.081265e-17  0.3065135 0.280 0.140  1.014741e-12
Nt5c           1.073159e-16  0.2769500 0.331 0.174  1.199148e-12
Phactr1        1.541661e-16  0.3036082 0.329 0.174  1.722653e-12
Dpysl2         1.753354e-16  0.2704072 0.728 0.506  1.959197e-12
Ccnl1          2.058158e-16 -0.4875228 0.280 0.406  2.299786e-12
Lxn            2.319699e-16 -0.4743311 0.293 0.416  2.592032e-12
Smap1          2.608199e-16  0.2690412 0.361 0.197  2.914402e-12
Psmd7          3.161642e-16  0.2731904 0.519 0.316  3.532819e-12
Mdfic          4.082567e-16  0.2834555 0.310 0.160  4.561860e-12
Tmem243        4.621789e-16  0.2589326 0.491 0.290  5.164388e-12
Mcc            4.773316e-16  0.2977717 0.296 0.153  5.333704e-12
Sike1          5.247977e-16  0.2764503 0.267 0.132  5.864089e-12
Ctnnb1         5.331602e-16 -0.5110291 0.204 0.344  5.957532e-12
Actr3          5.408353e-16  0.2615169 0.541 0.330  6.043294e-12
Cisd1          5.878379e-16  0.2732485 0.302 0.157  6.568500e-12
Ifi47          6.333840e-16 -0.5182310 0.209 0.348  7.077433e-12
Tspan17        6.696021e-16  0.2955395 0.348 0.190  7.482134e-12
Emc7           9.416386e-16  0.2691119 0.573 0.355  1.052187e-11
Abi1           1.040688e-15  0.2842973 0.334 0.178  1.162865e-11
Abi3bp         1.161351e-15  0.2866128 0.347 0.191  1.297694e-11
Pcmt1          1.543862e-15  0.2732805 0.460 0.272  1.725112e-11
Vsir           2.179815e-15  0.2870971 0.369 0.208  2.435725e-11
Clstn1         2.619795e-15  0.2817886 0.345 0.192  2.927359e-11
2610001J05Rik  2.848747e-15  0.2810785 0.437 0.262  3.183190e-11
Minos1         3.181537e-15  0.2530909 0.723 0.478  3.555050e-11
Ubl3           4.773664e-15  0.2623865 0.541 0.339  5.334092e-11
Coro2b         6.683133e-15  0.2650457 0.269 0.137  7.467733e-11
Rdx            6.839086e-15 -0.2949664 0.554 0.605  7.641994e-11
Cpne8          7.248975e-15  0.2703450 0.350 0.196  8.100005e-11
Lamtor1        8.351849e-15  0.2532660 0.448 0.264  9.332356e-11
Fcgrt          1.054017e-14  0.2605837 0.293 0.154  1.177759e-10
Tpm4           1.095950e-14 -0.2897809 0.547 0.596  1.224614e-10
Dusp6          1.292066e-14 -0.4381323 0.320 0.437  1.443755e-10
Hhex           1.300895e-14 -0.5368398 0.127 0.258  1.453620e-10
Tmem33         1.391106e-14  0.2748779 0.419 0.245  1.554421e-10
Commd3         1.767219e-14  0.2546395 0.446 0.266  1.974690e-10
Tbkbp1         2.156265e-14  0.2657551 0.307 0.166  2.409411e-10
Sox4           2.342758e-14 -0.4889810 0.218 0.350  2.617797e-10
Fzd4           2.345669e-14 -0.5302503 0.127 0.257  2.621050e-10
Ipo11          2.393916e-14  0.2630080 0.259 0.131  2.674962e-10
Hspa12b        2.584937e-14  0.2660671 0.468 0.288  2.888408e-10
Pde4b          2.983216e-14 -0.4475395 0.291 0.406  3.333445e-10
Yaf2           3.705561e-14  0.2586883 0.302 0.163  4.140594e-10
Tubb2a         4.111975e-14 -0.2588598 0.614 0.633  4.594721e-10
Scarb2         5.244799e-14  0.2608616 0.332 0.186  5.860539e-10
Bet1           5.317279e-14  0.2539115 0.297 0.159  5.941528e-10
Apbb2          5.684549e-14  0.2582910 0.391 0.229  6.351916e-10
Tmem160        6.394895e-14  0.2563949 0.441 0.269  7.145655e-10
Sox7           6.582507e-14 -0.4644617 0.241 0.364  7.355294e-10
Ets1           8.936400e-14 -0.3976857 0.339 0.449  9.985533e-10
Pam            9.918719e-14  0.2930779 0.407 0.244  1.108318e-09
Efnb2          1.028039e-13 -0.4944857 0.182 0.311  1.148731e-09
Uba52          1.269307e-13 -0.3515145 0.411 0.498  1.418323e-09
Timm17a        1.469532e-13  0.2530877 0.408 0.241  1.642055e-09
Abracl         1.632010e-13 -0.5045291 0.139 0.264  1.823608e-09
Lamtor4        1.638313e-13  0.2552978 0.312 0.173  1.830651e-09
Ube2a          1.779455e-13  0.2619011 0.384 0.227  1.988363e-09
Mcam           2.584539e-13 -0.4535204 0.220 0.348  2.887964e-09
Clk1           5.979725e-13 -0.4103429 0.299 0.410  6.681745e-09
Tmem222        7.969147e-13  0.2592645 0.261 0.140  8.904725e-09
Pcdh17         1.004719e-12 -0.4534308 0.247 0.360  1.122673e-08
Msi2           1.289088e-12  0.2581444 0.259 0.140  1.440426e-08
Cyr61          1.697575e-12 -0.5198837 0.147 0.266  1.896870e-08
Mknk2          2.058414e-12  0.2656933 0.277 0.153  2.300071e-08
Rasgrp3        2.733990e-12 -0.4744319 0.177 0.294  3.054961e-08
Casc4          2.996626e-12 -0.4192855 0.312 0.408  3.348429e-08
Flt1           3.124445e-12 -0.2859581 0.497 0.545  3.491255e-08
Dlc1           6.160548e-12 -0.3990270 0.304 0.405  6.883797e-08
Zfp36l1        6.277959e-12 -0.3926379 0.294 0.400  7.014991e-08
Nfib           1.039292e-11 -0.2627369 0.521 0.554  1.161305e-07
Camk2d         1.203263e-11 -0.4533533 0.184 0.297  1.344526e-07
Tor3a          1.227434e-11 -0.4712155 0.172 0.284  1.371535e-07
Ece1           1.280286e-11 -0.2762559 0.494 0.543  1.430592e-07
Pabpc1         1.478162e-11 -0.3429491 0.408 0.477  1.651699e-07
Rpl23a-ps3     1.659174e-11 -0.2943308 0.456 0.516  1.853961e-07
Elk3           1.998853e-11 -0.3028432 0.473 0.526  2.233518e-07
Hprt           2.542243e-11 -0.4562632 0.182 0.290  2.840703e-07
Pdia6          3.313285e-11 -0.2579668 0.565 0.588  3.702264e-07
Ifi27          5.066680e-11 -0.3892525 0.304 0.399  5.661509e-07
Cox7a2l        5.880817e-11 -0.2582637 0.505 0.547  6.571225e-07
H2afv          1.435735e-10 -0.4061249 0.255 0.354  1.604291e-06
Ppp1r15a       3.948102e-10 -0.3006972 0.475 0.506  4.411610e-06
P2rx4          9.981930e-10 -0.4549077 0.157 0.254  1.115381e-05
Ifi203         1.376573e-09  0.2556722 0.302 0.189  1.538183e-05
H1f0           2.813459e-09 -0.3872771 0.277 0.362  3.143759e-05
Il6st          5.045807e-09 -0.4023681 0.172 0.268  5.638185e-05
Rps12-ps3      1.018711e-08 -0.3403471 0.320 0.391  1.138308e-04
Orai1          1.831268e-08 -0.3453290 0.253 0.341  2.046259e-04
Kdm6b          2.788265e-08 -0.3831770 0.165 0.254  3.115607e-04
Amotl2         4.451411e-08 -0.3963239 0.174 0.259  4.974007e-04
Bag1           6.074761e-08 -0.3626925 0.206 0.293  6.787938e-04
Ptms           7.129716e-08 -0.3301818 0.335 0.398  7.966745e-04
Bnip2          8.645718e-08 -0.3445268 0.275 0.350  9.660725e-04
Nisch          1.340796e-07 -0.2976281 0.340 0.407  1.498205e-03
Tgm2           1.790277e-07 -0.3001809 0.328 0.396  2.000456e-03
Tmem184b       1.909878e-07 -0.3602618 0.214 0.295  2.134097e-03
Sh3bp5         2.001895e-07 -0.3586584 0.182 0.265  2.236918e-03
Vgll4          2.005313e-07 -0.3020548 0.384 0.435  2.240736e-03
Arhgef1        3.228921e-07 -0.3381294 0.247 0.323  3.607996e-03
Klf3           3.959959e-07 -0.2771113 0.403 0.453  4.424859e-03
Csde1          7.108179e-07 -0.3480851 0.220 0.295  7.942679e-03
Rpl12          7.212726e-07 -0.2598120 0.424 0.458  8.059500e-03
Csrnp1         7.857643e-07 -0.3239063 0.283 0.350  8.780130e-03
Psmb9          7.977925e-07 -0.3097742 0.310 0.375  8.914533e-03
Tmpo           9.112792e-07 -0.3546425 0.225 0.296  1.018263e-02
Isg15          9.522413e-07 -0.3829076 0.207 0.279  1.064034e-02
Id2            1.284634e-06 -0.3594685 0.272 0.334  1.435450e-02
Iqgap1         2.380805e-06 -0.3085338 0.233 0.306  2.660311e-02
Hs3st1         4.177297e-06 -0.2611458 0.402 0.437  4.667712e-02
Npm1           4.959355e-06 -0.2565127 0.364 0.416  5.541583e-02
Ushbp1         6.718017e-06 -0.2526527 0.410 0.439  7.506712e-02
Adcy4          8.713224e-06 -0.2519021 0.353 0.404  9.736157e-02
Nedd4          1.307152e-05 -0.3231241 0.218 0.282  1.460612e-01
Polr2m         1.526464e-05 -0.2910111 0.234 0.298  1.705670e-01
Xiap           1.999688e-05 -0.2863394 0.193 0.261  2.234451e-01
Tax1bp1        2.027492e-05 -0.2597062 0.370 0.409  2.265520e-01
Abhd17a        2.395516e-05 -0.2903269 0.274 0.327  2.676749e-01
Ralb           2.435147e-05 -0.3020498 0.234 0.294  2.721033e-01
Atp1b3         2.506151e-05 -0.2647793 0.334 0.383  2.800373e-01
Tmem88         2.586412e-05 -0.3111539 0.207 0.271  2.890057e-01
Kmt2e          3.543390e-05 -0.3021119 0.223 0.284  3.959384e-01
Arl4d          3.816092e-05 -0.3000958 0.253 0.307  4.264101e-01
Tra2a          4.327168e-05 -0.2744091 0.239 0.301  4.835177e-01
1110038F14Rik  6.108261e-05 -0.2793637 0.305 0.346  6.825371e-01
Car2           7.155241e-05 -0.2836024 0.237 0.295  7.995267e-01
Gm9493         1.622121e-04 -0.2534383 0.277 0.326  1.000000e+00
Gm8730         2.051695e-04 -0.2583154 0.282 0.326  1.000000e+00
Ifnar2         2.277990e-04 -0.2787769 0.245 0.293  1.000000e+00
Gimap5         2.570418e-04 -0.2620252 0.305 0.343  1.000000e+00
Skap2          2.736110e-04 -0.2669262 0.269 0.312  1.000000e+00
N4bp3          2.937707e-04 -0.2500195 0.345 0.371  1.000000e+00
Mrps18a        4.854369e-04 -0.2751907 0.255 0.295  1.000000e+00
Rbm25          5.730252e-04 -0.2717816 0.261 0.303  1.000000e+00
Anxa6          5.738075e-04 -0.2681580 0.253 0.292  1.000000e+00
Tmed5          7.079512e-04 -0.2731052 0.241 0.281  1.000000e+00
